Village id,Pop 1980,Pop 1990,Pop 2000,Pop 2010,log pop 1980,log pop 1990,log pop 2000,log pop 2010,Delta pop 90-80,Delta pop 00-90,Delta pop 10-00,Road Investment Ever (Treatment group),Road Investment between 1990-2000,Road Investment between 2000-2010 ,,,,
449,2726,2999,3149,3243,7.910590612,8.006034179,8.054840221,8.084254106,0.100146735,0.050016672,0.029850746,0,0,0,,,,
450,18138,19951,20949,21578,9.805764464,9.901034546,9.949846192,9.979429556,0.099955894,0.050022555,0.0300253,0,0,0,,,,
451,31002,34102,35806,36881,10.341807,10.43711131,10.48587076,10.51545179,0.099993549,0.049967744,0.030022901,0,0,0,,,,
452,3925,4318,4534,4670,8.27512163,8.370547611,8.419359831,8.448914351,0.100127389,0.050023159,0.029995589,0,0,0,,,,
453,71683,78851,82794,85278,11.1800089,11.27531527,11.32411087,11.35367179,0.099995815,0.050005707,0.030002174,0,0,0,,,,
454,33397,36737,38574,39731,10.41622135,10.5115397,10.56033375,10.58988702,0.100008983,0.050004083,0.029994297,0,0,0,,,,
455,20302,22332,23449,24152,9.918474682,10.01377591,10.06258313,10.09212247,0.099990149,0.050017912,0.029979957,0,0,0,,,,
456,25650,28214,29625,30514,10.15229885,10.24757359,10.29637388,10.32594087,0.099961014,0.050010633,0.030008439,0,0,0,,,,
457,16923,18615,19546,20132,9.736428922,9.831722986,9.880525941,9.910065868,0.099982273,0.05001343,0.029980559,0,0,0,,,,
458,77794,85574,89852,92547,11.26181959,11.35713678,11.40591915,11.4354719,0.100007713,0.04999182,0.029993768,0,0,0,,,,
459,72791,80070,84074,86596,11.1953476,11.29065653,11.33945264,11.3690089,0.099998626,0.050006245,0.029997383,0,0,0,,,,
460,19785,21763,22851,23537,9.892679354,9.987966559,10.03675016,10.06632893,0.099974728,0.049993108,0.030020568,0,0,0,,,,
461,36791,40470,42494,43769,10.51300853,10.60831624,10.65711817,10.68668108,0.099997282,0.050012355,0.030004236,0,0,0,,,,
462,94377,103815,140150,144355,11.45505268,11.55036575,11.85046856,11.88003082,0.100003179,0.349997592,0.030003568,1,1,0,,,,
463,49999,54999,74249,76476,10.81975828,10.91507028,11.21517959,11.24473225,0.100002,0.350006364,0.02999367,1,1,0,,,,
464,13915,15307,20664,21284,9.540722674,9.636065519,9.936148335,9.965710896,0.100035932,0.349970602,0.030003871,1,1,0,,,,
465,46134,50747,53285,54883,10.73930548,10.83460778,10.88341014,10.91295893,0.09999133,0.050012809,0.029989678,0,0,0,,,,
466,28267,31094,41977,43236,10.24945033,10.34477015,10.64487713,10.67442876,0.100010613,0.350003216,0.029992615,1,1,0,,,,
467,12101,13311,13977,14396,9.401043373,9.49634604,9.5451684,9.574705669,0.099991736,0.050033807,0.029977821,0,0,0,,,,
468,58704,64574,67803,69838,10.98026315,11.07556713,11.12436172,11.15393355,0.099993186,0.050004646,0.030013421,0,0,0,,,,
469,72742,80016,84017,86538,11.19467421,11.28998189,11.33877444,11.3683389,0.099997251,0.0500025,0.030005832,0,0,0,,,,
470,16802,18482,19406,25810,9.729253206,9.824552564,9.873337576,10.15851729,0.099988097,0.049994589,0.330001031,1,0,1,,,,
471,56469,62116,65222,67178,10.94144709,11.03675888,11.08555211,11.11510109,0.100001771,0.05000322,0.029989881,0,0,0,,,,
472,39417,43358,45526,46892,10.58195247,10.67724651,10.72603887,10.75560236,0.099982241,0.050002306,0.030004832,0,0,0,,,,
473,7595,8355,11279,11617,8.935245415,9.030615441,9.330697869,9.360224822,0.100065833,0.349970078,0.029967196,1,1,0,,,,
474,31698,34868,36611,48693,10.36400887,10.45932478,10.50810402,10.79329056,0.10000631,0.049988528,0.330010106,1,0,1,,,,
475,23137,25450,26723,27525,10.04918835,10.14447102,10.1932799,10.22284996,0.099969745,0.050019646,0.0300116,0,0,0,,,,
476,50532,55585,75040,77291,10.83036208,10.92566866,11.22577658,11.2553328,0.099996042,0.350004498,0.029997335,1,1,0,,,,
477,34088,37497,39372,40553,10.4367007,10.53201621,10.58081018,10.61036504,0.100005867,0.050004,0.029995936,0,0,0,,,,
478,8288,9117,9573,9860,9.022563964,9.117896082,9.166701915,9.196241448,0.100024131,0.050016453,0.029980153,0,0,0,,,,
479,12658,13924,14620,15058,9.446044705,9.541369249,9.590145733,9.61966469,0.1000158,0.049985636,0.02995896,0,0,0,,,,
480,22098,24308,25523,33946,10.00324239,10.09856079,10.14733529,10.43252631,0.100009051,0.049983545,0.330016064,1,0,1,,,,
481,11455,12601,13231,13628,9.346181595,9.441531455,9.49031784,9.519881779,0.100043649,0.049996032,0.030005291,0,0,0,,,,
482,70091,77100,80955,83384,11.15754968,11.25285856,11.30164872,11.33121172,0.099998573,0.05,0.030004323,0,0,0,,,,
483,18577,20434,21456,22100,9.829679535,9.924955459,9.973759606,10.00333289,0.099962319,0.050014681,0.030014914,0,0,0,,,,
484,61255,67381,70750,72872,11.02280076,11.11811836,11.16690782,11.19645976,0.100008163,0.049999258,0.029992933,0,0,0,,,,
485,22905,25195,26455,27249,10.03911051,10.13440084,10.18320046,10.2127721,0.099978171,0.050009923,0.03001323,0,0,0,,,,
486,77126,84839,89081,118478,11.25319573,11.34851062,11.39730135,11.68248257,0.100005186,0.050000589,0.330003031,1,0,1,,,,
487,54213,59634,80506,82921,10.90067601,10.99598116,11.29608699,11.32564363,0.099994466,0.350001677,0.029997764,1,1,0,,,,
488,93136,102450,138308,142457,11.44181607,11.53713015,11.83723836,11.86679548,0.100004295,0.35000488,0.029998265,1,1,0,,,,
489,69231,76154,102808,105892,11.14520402,11.24051288,11.54061845,11.57017499,0.099998556,0.350001313,0.029997666,1,1,0,,,,
490,35371,38908,40854,42079,10.47364755,10.56895516,10.61776001,10.64730408,0.099997173,0.050015421,0.029984824,0,0,0,,,,
491,53714,59085,62039,82512,10.89142895,10.98673236,11.0355185,11.32069902,0.099992553,0.049995769,0.330002095,1,0,1,,,,
492,50799,55879,58673,60433,10.83563195,10.93094392,10.97973493,11.00929059,0.100001969,0.050000895,0.029996762,0,0,0,,,,
493,14074,15481,16255,21619,9.552084403,9.647368745,9.696155833,9.981327837,0.099971579,0.04999677,0.329990772,1,0,1,,,,
494,55083,60591,63621,84616,10.91659642,11.01190165,11.06069888,11.34587865,0.099994554,0.050007427,0.3300011,1,0,1,,,,
495,61816,67998,71398,73539,11.03191751,11.12723357,11.17602514,11.20557116,0.100006471,0.050001471,0.029986834,0,0,0,,,,
496,76462,84108,88313,117456,11.24454916,11.33985697,11.3886426,11.67381907,0.099997384,0.049995244,0.329996716,1,0,1,,,,
497,98116,107928,113324,150721,11.49390573,11.58921962,11.63800625,11.92318572,0.100004077,0.049996294,0.330000706,1,0,1,,,,
498,71364,78501,82426,84898,11.17554882,11.27086664,11.3196562,11.34920581,0.100008408,0.049999363,0.029990537,0,0,0,,,,
499,17170,18887,19831,20426,9.750918954,9.846229134,9.895001649,9.924563878,0.1,0.049981469,0.03000353,0,0,0,,,,
500,58141,63955,67153,69167,10.97062637,11.06593499,11.11472888,11.14427915,0.09999828,0.050003909,0.029991214,0,0,0,,,,
501,8194,9013,12168,12533,9.011157458,9.106423259,9.406564834,9.436120445,0.099951184,0.350049928,0.029996713,1,1,0,,,,
502,18729,20602,21632,22281,9.837828404,9.933143437,9.981928979,10.01148958,0.100005339,0.049995146,0.030001849,0,0,0,,,,
503,90608,99669,104652,139187,11.41429779,11.50960997,11.55839584,11.84357363,0.100002207,0.049995485,0.329998471,1,0,1,,,,
504,11574,12731,13368,13769,9.356516482,9.451795243,9.50061907,9.530174967,0.09996544,0.050035347,0.029997008,0,0,0,,,,
505,63418,69759,73247,75445,11.05750301,11.15280172,11.20159257,11.23115919,0.099987385,0.050000717,0.030008055,0,0,0,,,,
506,20335,22369,30198,31104,9.920098818,10.01543135,10.31553098,10.34509171,0.100024588,0.349993294,0.030001987,1,1,0,,,,
507,31079,34187,35897,36974,10.34428763,10.43960073,10.48840901,10.51797024,0.100003218,0.050019013,0.030002507,0,0,0,,,,
508,40786,44864,47107,48521,10.61609416,10.71139097,10.76017689,10.78975197,0.099985289,0.049995542,0.03001677,0,0,0,,,,
509,47706,52477,70844,72969,10.77281246,10.86813026,11.16823556,11.19778997,0.100008385,0.350000953,0.029995483,1,1,0,,,,
510,69404,76344,80161,106614,11.14769978,11.24300472,11.29179239,11.57697011,0.099994237,0.04999738,0.329998378,1,0,1,,,,
511,53464,58810,61751,63604,10.88676381,10.98206719,11.03086545,11.06043164,0.099992518,0.050008502,0.030007611,0,0,0,,,,
512,22926,25219,26480,27274,10.04002692,10.13535296,10.18414501,10.21368915,0.100017447,0.050001983,0.029984894,0,0,0,,,,
513,47782,52560,55188,73400,10.77440428,10.86971065,10.91850082,11.20367921,0.099995814,0.05,0.329999275,1,0,1,,,,
514,77772,85550,89827,92522,11.26153675,11.35685628,11.40564088,11.43520173,0.100010286,0.049994155,0.030002115,0,0,0,,,,
515,45618,50180,52689,54270,10.72805765,10.82337182,10.87216198,10.90172687,0.100004384,0.05,0.030006263,0,0,0,,,,
516,77555,85310,89576,92263,11.25874264,11.35404696,11.40284271,11.43239847,0.099993553,0.050005861,0.029996874,0,0,0,,,,
517,81224,89346,120617,124236,11.30496605,11.40027175,11.70037552,11.72993826,0.099995075,0.349998881,0.030004062,1,1,0,,,,
518,46502,51152,53710,71434,10.7472506,10.84255687,10.89135448,11.17652923,0.099995699,0.05000782,0.329994414,1,0,1,,,,
519,78170,85986,90286,92994,11.26664122,11.36193977,11.41073769,11.44029025,0.099987207,0.050008141,0.029993576,0,0,0,,,,
520,90664,99730,104717,139274,11.41491564,11.51022181,11.55901675,11.84419849,0.099995588,0.050005014,0.330003724,1,0,1,,,,
521,45725,50298,52813,54397,10.73040047,10.82572059,10.87451265,10.90406428,0.100010935,0.050001988,0.029992615,0,0,0,,,,
522,52056,57262,60125,61929,10.86007534,10.95539251,11.00418101,11.03374385,0.100007684,0.049998254,0.030004158,0,0,0,,,,
523,42258,46484,48808,64915,10.65154896,10.74686345,10.79564951,11.080834,0.100004733,0.049995697,0.330007376,1,0,1,,,,
524,76075,83683,112972,116361,11.23947497,11.33479113,11.63489528,11.66445271,0.100006572,0.349999403,0.029998584,1,1,0,,,,
525,2785,3064,4136,4260,7.932003152,8.027476531,8.327484416,8.357024439,0.100179533,0.349869452,0.029980658,1,1,0,,,,
526,44629,49092,66274,68262,10.70613915,10.80145137,11.10155294,11.13110852,0.100002241,0.349995926,0.02999668,1,1,0,,,,
527,42914,47205,49565,51052,10.66695339,10.7622551,10.81104022,10.8406,0.099990679,0.049994704,0.030001009,0,0,0,,,,
528,58400,64240,67452,69475,10.97507117,11.07038135,11.11917151,11.14872225,0.1,0.05,0.029991698,0,0,0,,,,
529,70912,78003,81903,84360,11.16919495,11.26450257,11.3132909,11.34284863,0.09999718,0.049998077,0.029998901,0,0,0,,,,
530,43590,47949,64731,66673,10.68258305,10.77789323,11.0779955,11.10755535,0.1,0.349996872,0.030001081,1,1,0,,,,
531,34931,38424,40346,41556,10.46112997,10.55643754,10.60524754,10.63479719,0.099997137,0.05002082,0.029990581,0,0,0,,,,
532,18592,20451,21474,22118,9.83048666,9.92578706,9.97459818,10.00414704,0.099989243,0.050022004,0.029989755,0,0,0,,,,
533,72187,79406,83376,85878,11.18701525,11.28232921,11.33111578,11.36068296,0.100004156,0.049996222,0.030008636,0,0,0,,,,
534,21629,23792,24982,33226,9.981790286,10.07710467,10.12591084,10.41108798,0.100004623,0.050016812,0.329997598,1,0,1,,,,
535,67578,74336,78053,80394,11.12103777,11.21635064,11.26514336,11.29469483,0.10000296,0.05000269,0.029992441,0,0,0,,,,
536,42080,46288,48602,50061,10.64732785,10.74263803,10.79141996,10.82099754,0.1,0.049991358,0.030019341,0,0,0,,,,
537,15208,16729,17565,23361,9.629576884,9.724899019,9.773663565,10.05882324,0.100013151,0.049973101,0.329974381,1,0,1,,,,
538,1739,1913,2009,2069,7.461065514,7.556427969,7.605392365,7.634820678,0.100057504,0.050182959,0.029865605,0,0,0,,,,
539,99822,109804,148235,152682,11.51114388,11.60645224,11.90655413,11.93611261,0.099997996,0.349996357,0.029999663,1,1,0,,,,
540,3010,3311,3477,3581,8.009695358,8.105005538,8.153925132,8.18339737,0.1,0.050135911,0.029910843,0,0,0,,,,
541,34151,37566,39445,40628,10.43854715,10.53385466,10.58266258,10.61221276,0.099997072,0.050018634,0.029991127,0,0,0,,,,
542,13618,14980,15729,16201,9.519147726,9.614471257,9.663261421,9.692828248,0.100014686,0.05,0.030008265,0,0,0,,,,
543,10187,11206,15128,15582,9.228867677,9.324204628,9.62430261,9.653871681,0.100029449,0.349991076,0.030010576,1,1,0,,,,
544,97025,106728,144083,148405,11.48272396,11.57803882,11.8781448,11.9077003,0.100005153,0.350001874,0.029996599,1,1,0,,,,
545,10522,11574,12153,12518,9.261223582,9.356516482,9.405331332,9.434922887,0.099980992,0.05002592,0.030033737,0,0,0,,,,
546,53194,58513,61438,63282,10.88170089,10.97700423,11.02578382,11.05535621,0.09999248,0.049988891,0.030013998,0,0,0,,,,
547,42714,46985,63430,65333,10.66228201,10.75758368,11.05769221,11.08725255,0.099990635,0.350005321,0.030001577,1,1,0,,,,
548,31107,34218,35929,37006,10.34518815,10.4405071,10.48930005,10.51883534,0.100009644,0.050002922,0.029975786,0,0,0,,,,
549,8502,9353,9821,10115,9.048056709,9.143452426,9.192278229,9.22177475,0.100094096,0.050037421,0.029935852,0,0,0,,,,
550,94941,104435,109657,145844,11.46101093,11.55632015,11.60511259,11.89029284,0.099998947,0.050002394,0.330001733,1,0,1,,,,
551,51046,56150,58958,60726,10.84048247,10.93578196,10.9845806,11.01412722,0.099988246,0.050008905,0.029987449,0,0,0,,,,
552,30029,33032,34684,35725,10.30991886,10.40523207,10.45403376,10.483606,0.10000333,0.050012109,0.030013839,0,0,0,,,,
553,63231,69554,93898,96715,11.05454997,11.14985871,11.44996437,11.47952379,0.099998418,0.350001438,0.030000639,1,1,0,,,,
554,2820,3102,4188,4314,7.944492164,8.039802344,8.339978572,8.369620827,0.1,0.350096712,0.03008596,1,1,0,,,,
555,32335,35569,37347,49672,10.38390551,10.47922975,10.52800787,10.81319667,0.100015463,0.049987349,0.33001312,1,0,1,,,,
556,27453,30198,31708,32659,10.22023073,10.31553098,10.36432429,10.39387575,0.099989072,0.050003311,0.029992431,0,0,0,,,,
557,69015,75917,79713,82104,11.14207915,11.23739592,11.28618796,11.31574202,0.100007245,0.050001976,0.029995107,0,0,0,,,,
558,50225,55248,58010,77153,10.82426819,10.91958742,10.96837069,11.25354574,0.100009955,0.04999276,0.329994828,1,0,1,,,,
559,77918,85710,89996,119695,11.26341227,11.35872478,11.4075205,11.69270212,0.100002567,0.050005834,0.330003556,1,0,1,,,,
560,39231,43154,58258,60006,10.57722253,10.67253039,10.9726367,11.00219984,0.099997451,0.350002317,0.030004463,1,1,0,,,,
561,18725,20598,21628,28765,9.837614808,9.932949263,9.981744051,10.26691465,0.100026702,0.050004855,0.329988903,1,0,1,,,,
562,20359,22395,23515,24221,9.921278354,10.016593,10.06539379,10.0949753,0.100004912,0.050011163,0.030023389,0,0,0,,,,
563,53061,58367,61286,63124,10.87919747,10.97450594,11.02330671,11.05285632,0.099998115,0.050011136,0.029990536,0,0,0,,,,
564,5634,6197,6507,8654,8.636574948,8.731820583,8.780633799,9.065776921,0.099929002,0.050024205,0.329952359,1,0,1,,,,
565,28617,31478,33052,34043,10.26175623,10.35704417,10.40583736,10.43537971,0.099975539,0.050003177,0.029983057,0,0,0,,,,
566,77806,85587,89866,92562,11.26197383,11.35728868,11.40607495,11.43563397,0.100005141,0.049995911,0.030000223,0,0,0,,,,
567,38942,42836,57829,59564,10.56982864,10.66513415,10.96524566,10.99480664,0.099994864,0.350009338,0.030002248,1,1,0,,,,
568,60021,66023,69324,71404,11.00244978,11.09775845,11.14654645,11.17610917,0.099998334,0.049997728,0.030004039,0,0,0,,,,
569,66434,73077,76731,102052,11.10396425,11.19926896,11.24806108,11.53323777,0.099993979,0.050002053,0.329997003,1,0,1,,,,
570,19666,21632,22714,23395,9.886646535,9.981928979,10.03073675,10.0602776,0.09996949,0.050018491,0.029981509,0,0,0,,,,
571,82510,90761,95299,126748,11.32067478,11.41598496,11.4647746,11.74995614,0.1,0.049999449,0.330003463,1,0,1,,,,
572,45923,50515,53041,54632,10.73472136,10.8300256,10.87882048,10.90837507,0.099993467,0.050004949,0.029995664,0,0,0,,,,
573,42331,46564,48892,50358,10.65327496,10.74858299,10.79736906,10.82691277,0.099997638,0.049995705,0.029984456,0,0,0,,,,
574,57594,63353,66521,68517,10.96117367,11.05647754,11.10527297,11.13483717,0.099993055,0.050005525,0.030005562,0,0,0,,,,
575,35317,38849,40791,42015,10.47211971,10.56743762,10.61621675,10.64578198,0.100008494,0.049988417,0.030006619,0,0,0,,,,
576,72252,79478,83451,85954,11.18791529,11.28323553,11.33201491,11.36156755,0.100011072,0.049988676,0.029993649,0,0,0,,,,
577,2710,2982,3130,3224,7.904703914,8.000349495,8.048788284,8.078378104,0.100369004,0.04963112,0.030031949,0,0,0,,,,
578,26106,28717,38768,39931,10.16992045,10.26524456,10.56535044,10.59490824,0.100015322,0.350001741,0.029998968,1,1,0,,,,
579,8395,9235,12467,12841,9.03539157,9.130755893,9.430840432,9.460398456,0.100059559,0.349972929,0.029999198,1,1,0,,,,
580,97060,106766,112104,149098,11.48308462,11.5783948,11.62718229,11.91235909,0.1,0.04999719,0.329997146,1,0,1,,,,
581,70350,77385,81254,83692,11.16123806,11.25654824,11.30533533,11.33489867,0.1,0.049996769,0.030004677,0,0,0,,,,
582,75730,83302,87467,90091,11.23492966,11.33022784,11.37901686,11.40857555,0.099986795,0.0499988,0.029999886,0,0,0,,,,
583,40366,44403,46623,48022,10.60574313,10.70106231,10.74984926,10.77941452,0.100009909,0.049996622,0.030006649,0,0,0,,,,
584,66004,72605,76235,78522,11.09747063,11.19278907,11.24157595,11.27113412,0.10000909,0.049996557,0.029999344,0,0,0,,,,
585,42399,46639,48971,50440,10.65488006,10.75019238,10.79898357,10.82853979,0.100002359,0.050001072,0.029997345,0,0,0,,,,
586,30449,33494,35168,36223,10.32380843,10.4191216,10.46789186,10.49744956,0.100003284,0.049979101,0.029998863,0,0,0,,,,
587,94857,104343,140863,145089,11.46012577,11.55543883,11.85554307,11.88510263,0.100003163,0.349999521,0.030000781,1,1,0,,,,
588,14840,16324,17140,17654,9.605081517,9.700391697,9.749170192,9.778717666,0.1,0.049987748,0.029988331,0,0,0,,,,
589,30534,33587,45342,46702,10.3265961,10.42189437,10.72198903,10.75154227,0.0999869,0.349986602,0.029994266,1,1,0,,,,
590,40299,44329,46545,61905,10.60408193,10.69939437,10.74817487,11.03335623,0.100002481,0.049989849,0.330003223,1,0,1,,,,
591,77486,85235,89497,92182,11.25785255,11.35316743,11.40196038,11.43152016,0.100005162,0.050002933,0.030001006,0,0,0,,,,
592,53206,58527,79011,81381,10.88192645,10.97724347,11.27734236,11.30689711,0.100007518,0.349992311,0.029995823,1,1,0,,,,
593,7263,7990,8389,8641,8.890548246,8.985946039,9.034676603,9.064273596,0.100096379,0.049937422,0.030039337,0,0,0,,,,
594,11472,12619,17036,17547,9.347664563,9.442958894,9.743084031,9.772638274,0.099982566,0.350027736,0.029995304,1,1,0,,,,
595,40650,44715,60365,62176,10.61275411,10.70806429,11.00816475,11.03772435,0.1,0.349994409,0.030000828,1,1,0,,,,
596,87139,95853,129402,133284,11.37525982,11.47057105,11.77067912,11.80023747,0.100001148,0.350004695,0.029999536,1,1,0,,,,
597,61864,68050,91868,94624,11.03269371,11.12799801,11.42810804,11.45766642,0.099993534,0.350007348,0.029999565,1,1,0,,,,
598,62250,68475,71899,74056,11.03891381,11.13422399,11.18301764,11.21257684,0.1,0.050003651,0.030000417,0,0,0,,,,
599,52692,57961,78247,80594,10.87221892,10.96752565,11.26762577,11.29717948,0.099996204,0.349993961,0.02999476,1,1,0,,,,
600,66717,73389,99075,102047,11.10821507,11.20352934,11.50363242,11.53318877,0.100004497,0.349997956,0.029997477,1,1,0,,,,
601,56564,62221,65332,67292,10.94312802,11.03844784,11.08723724,11.11679664,0.100010607,0.049999196,0.030000612,0,0,0,,,,
602,47252,51978,54577,56214,10.76325026,10.85857583,10.90736783,10.93692112,0.100016931,0.050001924,0.02999432,0,0,0,,,,
603,29874,32861,44362,45693,10.30474382,10.40004182,10.70013853,10.72970039,0.09998661,0.349989349,0.030003156,1,1,0,,,,
604,93563,102919,108065,143726,11.44639029,11.54169755,11.59048818,11.87566399,0.099996794,0.050000486,0.329995836,1,0,1,,,,
605,17910,19702,20686,21307,9.793114495,9.888475432,9.937212422,9.966790936,0.100055835,0.049944168,0.030020304,0,0,0,,,,
606,53965,59362,62330,64199,10.89609097,10.99140957,11.04019813,11.06974291,0.100009265,0.049998315,0.029985561,0,0,0,,,,
607,23349,25684,26968,27777,10.05830944,10.15362351,10.20240626,10.23196362,0.100004283,0.049992213,0.029998517,0,0,0,,,,
608,32587,35846,37638,38766,10.39166871,10.48698726,10.53576946,10.56529885,0.100009206,0.049991631,0.029969711,0,0,0,,,,
609,29557,32513,34138,35162,10.29407588,10.38939529,10.43816641,10.46772123,0.10001015,0.049980008,0.029995899,0,0,0,,,,
610,28712,31583,33162,34158,10.26507043,10.36037428,10.40915992,10.4387521,0.099993034,0.049995251,0.030034377,0,0,0,,,,
611,17722,19494,26317,27107,9.782562085,9.877862005,10.1779704,10.20754728,0.099988715,0.35000513,0.030018619,1,1,0,,,,
612,3278,3606,3786,3900,8.094988759,8.190354404,8.239065332,8.268731832,0.100061013,0.049916805,0.030110935,0,0,0,,,,
613,63691,70060,94581,97418,11.06179854,11.1571073,11.45721189,11.48676628,0.09999843,0.35,0.029995454,1,1,0,,,,
614,33258,36584,38414,39566,10.41205062,10.50736627,10.55617726,10.58572544,0.100006014,0.050021867,0.029989066,0,0,0,,,,
615,63958,70354,94978,97827,11.0659819,11.16129492,11.46140056,11.49095589,0.100003127,0.350001421,0.02999642,1,1,0,,,,
616,48834,53717,56402,58094,10.79618207,10.8914848,10.9402599,10.96981767,0.099991809,0.049984176,0.029998936,0,0,0,,,,
617,72087,79296,107050,110262,11.185629,11.28094296,11.58105129,11.61061463,0.100004162,0.350005044,0.030004671,1,1,0,,,,
618,17607,19368,20337,20947,9.776051829,9.871377499,9.920197166,9.949750717,0.100017039,0.050030979,0.029994591,0,0,0,,,,
619,52498,57747,60634,62454,10.86853035,10.96382668,11.01261107,11.04218556,0.099984761,0.049993939,0.030016163,0,0,0,,,,
620,10362,11398,15387,15849,9.245900547,9.34119318,9.641278276,9.670861686,0.099980699,0.34997368,0.030025346,1,1,0,,,,
621,69587,76546,80373,106896,11.15033305,11.24564715,11.29443358,11.57961168,0.100004311,0.049996081,0.32999888,1,0,1,,,,
622,61666,67833,71225,73362,11.029488,11.12480408,11.17359916,11.20316137,0.100006487,0.05000516,0.03000351,0,0,0,,,,
623,9232,10155,10663,14182,9.130430989,9.225721474,9.274535084,9.559728834,0.099978336,0.050024618,0.330019694,1,0,1,,,,
624,20159,22175,23284,23982,9.911406118,10.00672081,10.05552171,10.08505883,0.100004961,0.050011274,0.029977667,0,0,0,,,,
625,48290,53118,55774,57448,10.78497978,10.88027113,10.92906309,10.95863547,0.099979292,0.050001883,0.030013985,0,0,0,,,,
626,26240,28864,30307,31217,10.17504024,10.27035042,10.31913399,10.3487181,0.1,0.049993071,0.030026067,0,0,0,,,,
627,8433,9276,12523,12899,9.03990786,9.135185698,9.435322233,9.464905068,0.099964425,0.350043122,0.030024754,1,1,0,,,,
628,39494,43444,45616,46985,10.58390404,10.67922803,10.72801381,10.75758368,0.100015192,0.049995396,0.0300114,0,0,0,,,,
629,17790,19569,20547,21164,9.786391781,9.88170196,9.930470224,9.960056904,0.1,0.049977004,0.030028715,0,0,0,,,,
630,79808,87789,92178,94944,11.28737903,11.38269149,11.43147677,11.46104252,0.100002506,0.049994874,0.03000716,0,0,0,,,,
631,42663,46929,63354,65255,10.66108731,10.7563911,11.05649333,11.08605795,0.099992968,0.349996804,0.030005998,1,1,0,,,,
632,60569,66626,89945,92643,11.01153849,11.10685017,11.40695365,11.43650868,0.100001651,0.349998499,0.029996109,1,1,0,,,,
633,76103,83713,113013,116403,11.23984296,11.33514956,11.63525814,11.66481359,0.099996058,0.350005376,0.029996549,1,1,0,,,,
634,56292,61922,65018,66968,10.93830771,11.03363081,11.08241943,11.11197017,0.100014212,0.049998385,0.029991695,0,0,0,,,,
635,48913,53804,72635,74814,10.79779849,10.89310309,11.19320218,11.22276031,0.099993867,0.349992566,0.029999312,1,1,0,,,,
636,18346,20181,27244,28061,9.817166846,9.912496847,10.21258859,10.24213599,0.100021803,0.349982657,0.029988254,1,1,0,,,,
637,57424,63166,66325,68314,10.95821761,11.05352146,11.10232218,11.13187,0.099993034,0.050011082,0.029988692,0,0,0,,,,
638,42188,46407,48727,50189,10.6498911,10.74520559,10.79398857,10.82355116,0.100004741,0.049992458,0.030003899,0,0,0,,,,
639,39078,42986,45135,60030,10.57331493,10.66862976,10.71741328,11.00259972,0.100005118,0.049993021,0.33000997,1,0,1,,,,
640,69337,76270,80084,82486,11.14673395,11.24203496,11.29083136,11.32038386,0.099989904,0.050006556,0.029993507,0,0,0,,,,
641,16515,18166,19074,19646,9.712024338,9.807306994,9.85608143,9.885629034,0.099969724,0.049983486,0.029988466,0,0,0,,,,
642,76001,83601,87781,90414,11.23850178,11.33381076,11.38260036,11.4121544,0.099998684,0.049999402,0.029995101,0,0,0,,,,
643,21679,23847,25039,25790,9.984099329,10.0794137,10.12818989,10.1577421,0.100004613,0.049985323,0.029993211,0,0,0,,,,
644,1780,1958,2056,2734,7.484368643,7.579678823,7.628517627,7.913521017,0.1,0.050051073,0.329766537,1,0,1,,,,
645,26648,29313,30778,31702,10.19046938,10.28578638,10.33455543,10.36413505,0.100007505,0.049977826,0.030021444,0,0,0,,,,
646,69991,76990,80840,83266,11.15612194,11.25143082,11.30022717,11.32979558,0.099998571,0.050006494,0.030009896,0,0,0,,,,
647,35452,38997,52646,54225,10.47593495,10.57124,10.87134554,10.90089734,0.099994359,0.350001282,0.029992782,1,1,0,,,,
648,49736,54710,73859,76075,10.8144843,10.90980179,11.20991315,11.23947497,0.100008042,0.350009139,0.030003114,1,1,0,,,,
649,82508,90759,95297,126745,11.32065054,11.41596292,11.46475361,11.74993247,0.100002424,0.050000551,0.329999895,1,0,1,,,,
650,31415,34557,36285,37374,10.35504076,10.45036541,10.49915971,10.52873055,0.100015916,0.050004341,0.030012402,0,0,0,,,,
651,43638,48002,50402,51914,10.68368361,10.77899796,10.82778614,10.85734378,0.100004583,0.049997917,0.02999881,0,0,0,,,,
652,9547,10502,14178,14603,9.163982248,9.259320994,9.559446746,9.588982266,0.100031423,0.350028566,0.029976019,1,1,0,,,,
653,40292,44321,59833,61628,10.60390822,10.69921388,10.99931263,11.02887159,0.099995036,0.349992103,0.030000167,1,1,0,,,,
654,40246,44271,59766,61559,10.6027659,10.69808511,10.99819222,11.02775134,0.100009939,0.350003388,0.030000335,1,1,0,,,,
655,34396,37836,39728,40920,10.44569556,10.54101631,10.58981151,10.61937422,0.100011629,0.050005286,0.030004027,0,0,0,,,,
656,66268,72895,98408,101360,11.10146241,11.19677533,11.49687738,11.52643381,0.100003018,0.34999657,0.029997561,1,1,0,,,,
657,78976,86874,91218,121320,11.27689929,11.37221407,11.42100753,11.70618696,0.100005065,0.050003453,0.330000658,1,0,1,,,,
658,92616,101878,137535,141661,11.43621719,11.5315313,11.83163371,11.86119216,0.100004319,0.349997055,0.029999636,1,1,0,,,,
